team,distance,duration,timestamp,seconds_moving,5km_time,leg_number_for_team,Elevation,Penalty,
Twelve Kitties,5012.9,39864:00:00,15/5/2020 17:28,1661,1656.725648,53,,,
Unicorn Trail Team 1,5053.6,38472:00:00,15/5/2020 17:33,1603,1585.9981,53,,,
Poko Fish,5258.6,67704:00:00,15/5/2020 17:33,2821,2791.617541,34,,,
The Phoebe Buffay Running Club,5044.4,33696:00:00,15/5/2020 19:10,1404,1391.642217,31,,,
Unicorn Trail Team 1,5055.5,38880:00:00,15/5/2020 19:23,1620,1610.127584,54,,,
Unicorn Trail Team 1,5155.9,49272:00:00,15/5/2020 20:08,2053,2102.445742,55,,,
Unicorn Trail Team 1,5259,51456:00:00,15/5/2020 22:01,2144,2042.213349,56,,,
WhorunstheworldGIRLS,5144.5,41016:00:00,16/5/2020 7:04,1709,1674.603946,54,,,
Twelve Kitties,5198.5,40824:00:00,16/5/2020 7:14,1701,1643.743388,54,,,
Unicorn Trail Team 1,6352.9,55896:00:00,16/5/2020 9:39,2329,1836.956351,57,,,
The Sensei Garys,5012.8,65544:00:00,16/5/2020 9:39,2731,3315.512289,41,,,
Straight Outta Stompton,5000,36000:00:00,16/5/2020 9:48,1500,1500,38,,,
Twelve Kitties,21111.2,205536:00:00,16/5/2020 10:14,8564,2028.54409,55,,,
The Phoebe Buffay Running Club,5018.1,32472:00:00,16/5/2020 10:44,1353,1359.08013,32,,,
Straight Outta Stompton,5015.5,35424:00:00,16/5/2020 11:14,1476,1476.423088,39,,,
Poko Fish,5040.7,114408:00:00,16/5/2020 11:25,4767,8718.035194,35,,,
Straight Outta Stompton,5000,36000:00:00,16/5/2020 12:35,1500,1500,40,,,
Poko Fish,5013.1,38880:00:00,16/5/2020 12:36,1620,2191.258902,36,,,
Straight Outta Stompton,5000,36000:00:00,16/5/2020 12:50,1500,1500,41,,,
The Phoebe Buffay Running Club,5008.5,30816:00:00,16/5/2020 12:58,1284,1698.113208,33,,,
Unicorn Trail Team 1,5543,43632:00:00,16/5/2020 14:00,1818,1639.906188,58,,,
Poko Fish,5003.3,37728:00:00,16/5/2020 14:45,1572,1570.963164,37,,,
WhorunstheworldGIRLS,6077.7,55392:00:00,16/5/2020 15:46,2308,1930.006417,55,,,
WhorunstheworldGIRLS,5300,47448:00:00,16/5/2020 16:42,1977,1865.09434,56,,,
Unicorn Trail Team 1,5019.3,60744:00:00,16/5/2020 16:52,2531,9958.559959,59,,,
Poko Fish,5337.2,85128:00:00,16/5/2020 17:35,3547,3389.417672,38,,,
Unicorn Trail Team 1,5212.4,38256:00:00,16/5/2020 17:46,1594,1529.046121,60,,,
The Phoebe Buffay Running Club,5077.7,40200:00:00,17/5/2020 9:32,1675,1652.322902,34,,,
Poko Fish,5424.1,102168:00:00,17/5/2020 9:32,4257,4114.968382,39,,,
Unicorn Trail Team 1,10467,100608:00:00,17/5/2020 9:32,4192,2005.82784,61,,,
Footpussys,20078,161736:00:00,17/5/2020 9:32,6739,1845.054288,51,,,
The Sensei Garys,5374.8,100944:00:00,17/5/2020 9:48,4206,4980.650443,42,,,
WhorunstheworldGIRLS,5171.4,44640:00:00,17/5/2020 9:48,1860,1880.535252,57,,,
The Phoebe Buffay Running Club,5009.4,34128:00:00,17/5/2020 11:02,1422,1419.331656,35,,,
Unicorn Trail Team 1,11069.8,73368:00:00,17/5/2020 11:17,3057,1380.783754,62,,,
The Sensei Garys,5016.5,49392:00:00,17/5/2020 11:54,2058,2127.977674,43,,,
Unicorn Trail Team 1,5070.7,37992:00:00,17/5/2020 11:54,1583,1567.830871,63,,,
Straight Outta Stompton,5000,36000:00:00,17/5/2020 12:31,1500,1500,42,,,
Unicorn Trail Team 1,5100.2,52848:00:00,17/5/2020 13:09,2202,2193.051253,64,,,
Straight Outta Stompton,5012.7,27936:00:00,17/5/2020 15:45,1164,1161.050931,43,,,
Unicorn Trail Team 1,9008.3,117168:00:00,17/5/2020 15:45,4882,2732.480046,65,,,
The Sensei Garys,5105,128280:00:00,17/5/2020 15:45,5345,5694.417238,44,,,
Straight Outta Stompton,5000,36000:00:00,17/5/2020 15:53,1500,1500,44,,,
Straight Outta Stompton,5000,36000:00:00,17/5/2020 16:03,1500,1500,45,,,
WhorunstheworldGIRLS,5613.7,62520:00:00,17/5/2020 16:52,2605,2334.467464,58,,,
WhorunstheworldGIRLS,5024.1,40944:00:00,17/5/2020 17:31,1706,1697.816524,59,,,
Twelve Kitties,5414.2,38712:00:00,17/5/2020 17:47,1613,1489.601418,56,,,
Unicorn Trail Team 1,5413,51960:00:00,17/5/2020 18:22,2165,2003.510068,66,,,
Twelve Kitties,5020.1,78048:00:00,17/5/2020 19:59,3252,3238.979303,57,,,
Asante sana squash banana,5000,46752:00:00,16/5/2020 7:33,2251,2251,52,,,
Twelve Kitties,5425.5,40824:00:00,18/5/2020 5:55,1701,1571.283753,58,,,
Unicorn Trail Team 1,5457.1,41088:00:00,18/5/2020 7:23,1712,1584.174745,67,,,
WhorunstheworldGIRLS,5003,72024:00:00,18/5/2020 9:06,3001,3232.060764,60,,,
Asante sana squash banana,6033,52392:00:00,18/5/2020 13:34,2183,1844.024532,53,,,
Footpussys,6807.6,81048:00:00,18/5/2020 15:59,3377,2480.316117,52,,,
Unicorn Trail Team 1,5213,34248:00:00,18/5/2020 16:17,1427,1368.69365,68,,,
The Phoebe Buffay Running Club,5010.8,36816:00:00,18/5/2020 16:23,1534,1530.693702,36,,,
The Sensei Garys,5016.4,45696:00:00,18/5/2020 16:58,1904,1980.503947,45,,,
Asante sana squash banana,5088.9,43800:00:00,18/5/2020 17:29,1825,1987.659416,54,,,
Unicorn Trail Team 1,5717.7,53952:00:00,18/5/2020 17:34,2248,2264.896724,69,,,
WhorunstheworldGIRLS,5003.9,34992:00:00,18/5/2020 17:49,1458,1456.863646,61,,,
Unicorn Trail Team 1,5010.4,44256:00:00,18/5/2020 18:30,1844,1853.145457,70,,,
Twelve Kitties,5030.8,72456:00:00,18/5/2020 18:57,3019,3000.516816,59,,,
Asante sana squash banana,5011.6,40200:00:00,18/5/2020 20:41,1675,1671.122995,55,,,
Asante sana squash banana,5007.9,53472:00:00,19/5/2020 6:00,2228,2248.447453,56,,,
Footpussys,10138.5,69912:00:00,19/5/2020 7:03,2913,1535.730138,53,,,
Straight Outta Stompton,5003,50016:00:00,19/5/2020 7:33,2084,2144.713172,46,,,
Twelve Kitties,5125.6,82560:00:00,19/5/2020 7:51,3440,3507.882004,60,,,
Poko Fish,5337.2,85128:00:00,16/5/2020 17:35,3547,3389.417672,40,,,
Unicorn Trail Team 1,5010.4,44256:00:00,18/5/2020 18:30,1844,1853.145457,71,,,
The Phoebe Buffay Running Club,5008.8,82008:00:00,19/5/2020 11:42,3417,3429.963265,37,,,
WhorunstheworldGIRLS,5074.7,43080:00:00,19/5/2020 13:08,1795,1787.297771,62,,,
MonkeyMagic,5000,86400:00:00,19/5/2020 14:41,3600,3600,3,,,
WhorunstheworldGIRLS,7091.6,60792:00:00,19/5/2020 15:07,2533,1838.795194,63,,,
WhorunstheworldGIRLS,5100,45816:00:00,19/5/2020 16:03,1909,1871.568627,64,,,
Twelve Kitties,5025.1,85176:00:00,19/5/2020 16:48,3549,3557.143141,61,,,
Unicorn Trail Team 1,9067.4,71616:00:00,19/5/2020 17:42,2984,1657.586519,72,,,
Straight Outta Stompton,5117.3,34992:00:00,19/5/2020 17:52,1458,1424.579368,47,,,
The Sensei Garys,5016.4,45696:00:00,18/5/2020 16:58,1904,1980.503947,46,,,
Poko Fish,5012.4,40776:00:00,19/5/2020 18:28,1699,1734.697949,41,,,
Asante sana squash banana,5014.8,50376:00:00,19/5/2020 18:28,2099,2862.52692,57,,,
Twelve Kitties,10166.9,89136:00:00,19/5/2020 19:16,3714,1833.400545,62,,,
Twelve Kitties,5127.7,40848:00:00,19/5/2020 20:34,1702,2818.027576,63,,,
Straight Outta Stompton,5000,36000:00:00,20/5/2020 5:49,1500,1500,48,,,
Twelve Kitties,5012.4,39216:00:00,20/5/2020 6:38,1634,1658.885963,64,,,
Straight Outta Stompton,5504,40320:00:00,20/5/2020 6:52,1680,1526.162791,49,,,
The Phoebe Buffay Running Club,5144.3,35928:00:00,20/5/2020 6:52,1497,1455.008456,38,,,
Twelve Kitties,5063.5,35208:00:00,20/5/2020 7:18,1467,1448.602745,65,,,
WhorunstheworldGIRLS,5364.6,42696:00:00,20/5/2020 8:03,1779,1658.091936,65,,,
The Sensei Garys,5016.4,45696:00:00,18/5/2020 16:58,1904,1980.503947,46,,,
Unicorn Trail Team 1,5062.4,37512:00:00,20/5/2020 9:31,1563,1549.66024,73,,,
WhorunstheworldGIRLS,6114.5,79848:00:00,20/5/2020 9:45,3327,2733.665876,66,,,
Unicorn Trail Team 1,9262.1,72600:00:00,20/5/2020 11:53,3025,1636.238002,74,,,
Asante sana squash banana,5016.7,47904:00:00,20/5/2020 12:31,1996,2010.285646,58,,,
WhorunstheworldGIRLS,5359.6,43320:00:00,20/5/2020 13:33,1805,1683.89432,67,,,
Twelve Kitties,10146.7,82272:00:00,20/5/2020 13:48,3428,1701.04566,66,,,
Twelve Kitties,10020.1,74832:00:00,20/5/2020 15:46,3118,1558.367681,67,,,
WhorunstheworldGIRLS,5045,71568:00:00,20/5/2020 16:15,2982,3296.333003,68,,,
Asante sana squash banana,5009.3,44376:00:00,20/5/2020 17:36,1849,1870.520831,59,,,
Poko Fish,5341.8,76584:00:00,20/5/2020 17:41,3191,3152.495414,42,,,
Poko Fish,5.34,80832:00:00,20/5/2020 17:47,3368,3153.558052,43,,,
The Sensei Garys,5052.3,41400:00:00,20/5/2020 17:55,1725,1719.019061,48,,,
The Phoebe Buffay Running Club,5.02,38136:00:00,20/5/2020 17:57,1589,1582.669323,39,,,
WhorunstheworldGIRLS,5000.9,49008:00:00,21/5/2020 6:00,2042,2047.631426,69,,,
The Phoebe Buffay Running Club,5006.5,43656:00:00,21/5/2020 6:42,1819,1850.594228,40,,,
WhorunstheworldGIRLS,5032.5,43368:00:00,21/5/2020 6:52,1807,1844.01391,70,,,
Asante sana squash banana,7887.4,54912:00:00,21/5/2020 6:57,2288,1452.950275,60,,,
Straight Outta Stompton,5002,39624:00:00,21/5/2020 7:07,1651,1688.32467,50,,,
Twelve Kitties,10026.4,81000:00:00,21/5/2020 7:16,3375,1684.552781,68,,,
Footpussys,6292.3,63744:00:00,21/5/2020 7:21,2656,2127.997711,54,,,
The Sensei Garys,5009.7,47112:00:00,21/5/2020 8:02,1963,2013.094596,49,,,
Twelve Kitties,5310.9,82320:00:00,21/5/2020 8:21,3430,3426.914459,69,,,
The Sensei Garys,5009.6,46848:00:00,21/5/2020 11:34,1952,1989.180773,50,,,
Unicorn Trail Team 1,5007.8,50352:00:00,21/5/2020 14:44,2098,2210.55154,75,,,
WhorunstheworldGIRLS,5607.3,48576:00:00,21/5/2020 15:59,2024,1849.374922,71,,,
WhorunstheworldGIRLS,5033,47904:00:00,21/5/2020 16:58,1996,2019.670177,72,,,
The Phoebe Buffay Running Club,5006.5,35424:00:00,21/5/2020 17:16,1476,1503.04604,41,,,
The Phoebe Buffay Running Club,5025.2,34296:00:00,21/5/2020 17:56,1429,1421.833957,42,,,
Unicorn Trail Team 1,5620,49560:00:00,21/5/2020 17:56,2065,1839.857651,76,,,
Twelve Kitties,5400,38880:00:00,21/5/2020 18:01,1620,1500,70,,,
Twelve Kitties,5379.5,48384:00:00,21/5/2020 18:41,2016,1873.780091,71,,,
Asante sana squash banana,5018.6,51384:00:00,22/5/2020 6:06,2141,2133.064998,61,,,
Footpussys,12123,82704:00:00,22/5/2020 7:08,3446,1499.628805,55,,,
Twelve Kitties,5049.5,42528:00:00,22/5/2020 7:18,1772,1754.629171,72,,,
Twelfth Monkey Test Team,10018.1,76320:00:00,22/5/2020 10:39,3180,1605.593875,4,,,
Poko Fish,5026.1,87408:00:00,22/5/2020 11:08,3642,3749.427986,44,,,
WhorunstheworldGIRLS,6889.6,104928:00:00,22/5/2020 11:08,4372,3238.21412,73,,,
DARIUS TEAM,10.02,77208:00:00,22/5/2020 10:35,3217,1605.289421,1,,,
WhorunstheworldGIRLS,5780.8,61656:00:00,22/5/2020 15:14,2569,2222.010794,74,,,
The Phoebe Buffay Running Club,5006.1,37344:00:00,22/5/2020 17:11,1556,1567.088152,43,,,
Unicorn Trail Team 1,5927.1,45408:00:00,22/5/2020 17:30,1892,1629.802095,77,,,
Poko Fish,5072.5,40248:00:00,22/5/2020 17:50,1677,1663.873829,45,,,
Asante sana squash banana,5015.6,46368:00:00,22/5/2020 18:34,1932,2000.757636,62,,,
Twelve Kitties,5073.5,38232:00:00,22/5/2020 19:28,1593,1569.922144,73,,,
Twelve Kitties,5050.4,31488:00:00,23/5/2020 7:35,1312,1298.907017,74,,,
Asante sana squash banana,5014.5,46008:00:00,23/5/2020 8:15,1917,1917.439426,63,,,
WhorunstheworldGIRLS,7110.3,72072:00:00,23/5/2020 9:00,3003,2115.24127,75,,,
Asante sana squash banana,5007.5,44376:00:00,23/5/2020 9:31,1849,1943.085372,64,,,
Unicorn Trail Team 1,20824,175488:00:00,23/5/2020 9:31,7312,1771.513638,78,,,
Poko Fish,5007.4,37368:00:00,23/5/2020 9:51,1557,1554.699045,46,,,
Twelfth Monkey Test Team,6022.9,45096:00:00,23/5/2020 10:13,1879,1659.499577,5,,,
WhorunstheworldGIRLS,7968.2,110448:00:00,23/5/2020 10:33,4602,2978.087899,76,,,
Unicorn Trail Team 1,5365.5,40224:00:00,23/5/2020 10:43,1676,1746.342373,79,,,
Twelve Kitties,5033.6,34656:00:00,23/5/2020 11:02,1444,1458.20089,75,,,
Twelve Kitties,5017.4,48672:00:00,23/5/2020 11:44,2028,2030.932355,76,,,
Poko Fish,5230.3,77952:00:00,23/5/2020 12:21,3248,3340.152573,47,,,
WhorunstheworldGIRLS,5008.8,44232:00:00,23/5/2020 12:36,1843,1864.718096,77,,,
Unicorn Trail Team 1,5123,40632:00:00,23/5/2020 13:29,1693,1707.007613,80,,,
Twelve Kitties,5000,40320:00:00,23/5/2020 14:50,1680,1680,77,,,
WhorunstheworldGIRLS,5190.1,76416:00:00,23/5/2020 16:41,3184,3194.543458,78,,,
Twelve Kitties,5095.1,86112:00:00,23/5/2020 17:11,3588,4071.558949,78,,,
WhorunstheworldGIRLS,5797.8,49560:00:00,23/5/2020 17:47,2065,1791.196661,79,,,
WhorunstheworldGIRLS,5100,46392:00:00,23/5/2020 18:52,1933,1895.098039,80,,,
Asante sana squash banana,5094.7,41256:00:00,23/5/2020 19:16,1719,1723.35957,65,,,
The Phoebe Buffay Running Club,5080.2,36384:00:00,23/5/2020 20:41,1516,1492.067241,44,,,
Asante sana squash banana,5019.5,50904:00:00,24/5/2020 9:24,2121,2133.678653,66,,,
The Phoebe Buffay Running Club,5411.1,43296:00:00,24/5/2020 10:04,1804,1666.943875,45,,,
Asante sana squash banana,5005.5,47856:00:00,24/5/2020 10:50,1994,2033.762861,67,,,
Asante sana squash banana,5023.2,44352:00:00,24/5/2020 12:17,1848,1845.437172,68,,,
WhorunstheworldGIRLS,10169.4,103344:00:00,24/5/2020 12:43,4306,2219.894979,81,,,
Unicorn Trail Team 1,5326.3,128376:00:00,24/5/2020 12:48,5349,6792.707884,81,,,
The Phoebe Buffay Running Club,5041.8,76656:00:00,24/5/2020 13:36,3194,3448.173271,46,,,
Twelve Kitties,6103.7,98880:00:00,24/5/2020 13:46,4120,3676.458542,79,,,
Poko Fish,5258.6,93576:00:00,24/5/2020 15:00,3899,3998.212452,48,,,
Unicorn Trail Team 1,7207.3,62928:00:00,24/5/2020 15:37,2622,1840.495054,82,,,
Asante sana squash banana,5610.5,48456:00:00,24/5/2020 16:12,2019,1921.39738,69,,,
WhorunstheworldGIRLS,5499.5,73704:00:00,24/5/2020 16:58,3071,2792.072007,82,,,
Twelve Kitties,7190.5,117552:00:00,24/5/2020 17:14,4898,3405.882762,80,,,
Asante sana squash banana,13333.7,109032:00:00,24/5/2020 18:18,4543,1764.326481,70,,,
Asante sana squash banana,5055.7,52608:00:00,25/5/2020 5:53,2192,2200.48658,71,,,
WhorunstheworldGIRLS,5165.1,43224:00:00,25/5/2020 7:07,1801,1745.36795,83,,,
Footpussys,6838.5,87480:00:00,25/5/2020 7:07,3645,2690.648534,56,,,
Twelve Kitties,5021.4,39984:00:00,25/5/2020 7:53,1666,1658.899908,81,,,
WhorunstheworldGIRLS,5222,77808:00:00,25/5/2020 9:41,3242,3236.307928,84,,,
Unicorn Trail Team 1,5068.7,33480:00:00,25/5/2020 13:00,1395,1381.02472,83,,,
Poko Fish,5134.2,45144:00:00,25/5/2020 17:44,1881,1875.657357,49,,,
WhorunstheworldGIRLS,5004.5,35592:00:00,25/5/2020 17:44,1483,1481.6665,85,,,
Asante sana squash banana,5006.7,44904:00:00,25/5/2020 18:04,1871,1910.44001,72,,,
The Phoebe Buffay Running Club,5149.7,41568:00:00,25/5/2020 18:14,1732,1681.651358,47,,,
Twelve Kitties,5051.8,38640:00:00,25/5/2020 18:35,1610,1668.712142,82,,,
Asante sana squash banana,5082.7,46464:00:00,25/5/2020 18:45,1936,1913.353139,73,,,
Twelve Kitties,8274.8,50496:00:00,25/5/2020 19:24,2104,1285.831682,83,,,
Asante sana squash banana,5030.9,44112:00:00,25/5/2020 19:39,1838,1844.60037,74,,,
Twelve Kitties,5094.1,33624:00:00,25/5/2020 20:28,1401,1388.861624,84,,,
Twelve Kitties,5403.1,39864:00:00,26/5/2020 5:49,1661,1537.080565,85,,,
WhorunstheworldGIRLS,5041.1,41856:00:00,26/5/2020 6:29,1744,1764.495844,86,,,
Unicorn Trail Team 1,8126.3,66384:00:00,26/5/2020 9:38,2766,1725.877706,84,,,
WhorunstheworldGIRLS,7041.8,63576:00:00,26/5/2020 9:38,2649,1880.911131,87,,,
WhorunstheworldGIRLS,5300,50832:00:00,26/5/2020 11:12,2118,1998.113208,88,,,
Twelve Kitties,10026.3,75744:00:00,26/5/2020 13:24,3156,1628.716476,86,,,
WhorunstheworldGIRLS,5656.4,45288:00:00,26/5/2020 17:54,1887,1668.022064,89,,,
Asante sana squash banana,5040,41040:00:00,26/5/2020 20:00,1710,1696.428571,75,,,
Twelve Kitties,5019.3,76944:00:00,26/5/2020 20:16,3206,3211.603212,87,,,
Asante sana squash banana,5039.3,49992:00:00,27/5/2020 5:56,2083,2066.755303,76,,,
The Phoebe Buffay Running Club,5008.3,40104:00:00,27/5/2020 8:24,1671,1679.212507,48,,,
Asante sana squash banana,6009.7,53424:00:00,27/5/2020 9:23,2226,1860.325807,77,,,
WhorunstheworldGIRLS,5358.2,96384:00:00,27/5/2020 10:22,4016,3747.527155,90,,,
Twelve Kitties,5220.7,32352:00:00,27/5/2020 11:25,1348,1366.674967,88,,,
Asante sana squash banana,5043.1,43656:00:00,27/5/2020 12:42,1819,1936.309016,78,,,
The Phoebe Buffay Running Club,5011.3,33312:00:00,27/5/2020 12:46,1388,1384.870193,49,,,
Twelve Kitties,5019,42024:00:00,27/5/2020 13:38,1751,1746.363817,89,,,
Twelve Kitties,5037.3,39120:00:00,27/5/2020 15:27,1630,1629.841383,90,,,
Asante sana squash banana,5020,45504:00:00,27/5/2020 16:53,1896,1934.262948,79,,,
WhorunstheworldGIRLS,5252.7,43248:00:00,27/5/2020 17:39,1802,1720.067775,91,,,
Poko Fish,5002.5,40992:00:00,27/5/2020 17:50,1708,1711.144428,50,,,
Asante sana squash banana,5111.2,41592:00:00,27/5/2020 18:15,1733,1695.296604,80,,,
WhorunstheworldGIRLS,5050,45168:00:00,27/5/2020 18:44,1882,1863.366337,92,,,
Twelve Kitties,5030.9,38640:00:00,27/5/2020 19:23,1610,2303.762746,91,,,
WhorunstheworldGIRLS,5024.9,35952:00:00,28/5/2020 5:34,1498,1490.576927,93,,,
WhorunstheworldGIRLS,5622.3,48840:00:00,28/5/2020 6:45,2035,1832.879782,94,,,
Twelve Kitties,5056.6,37176:00:00,28/5/2020 8:09,1549,1534.628011,92,,,
WhorunstheworldGIRLS,7076.3,66672:00:00,28/5/2020 9:46,2778,1995.393073,95,,,
Twelve Kitties,5030.7,38400:00:00,28/5/2020 15:00,1600,1599.181028,93,,,
Asante sana squash banana,5022.4,52200:00:00,28/5/2020 16:15,2175,2205.121058,81,,,
Twelve Kitties,5661.6,39624:00:00,28/5/2020 17:32,1651,1475.731242,94,,,
The Phoebe Buffay Running Club,5628.4,44160:00:00,28/5/2020 18:21,1840,1634.56755,50,,,
Asante sana squash banana,5009.7,44088:00:00,28/5/2020 18:26,1837,1848.414077,82,,,
Asante sana squash banana,5120,45552:00:00,28/5/2020 19:02,1898,1859.375,83,,,
Twelve Kitties,5027.2,59784:00:00,28/5/2020 19:17,2491,2523.273393,95,,,
Asante sana squash banana,5016.4,45216:00:00,28/5/2020 19:58,1884,1890.798182,84,,,
Unicorn Trail Team 1,10604,95160:00:00,28/5/2020 20:43,3965,1917.201056,85,,,
Twelve Kitties,5135.2,82992:00:00,28/5/2020 20:48,3458,3678.532482,96,,,
Asante sana squash banana,6156.9,46536:00:00,29/5/2020 6:50,1939,1574.656077,85,,,
Twelve Kitties,10260.5,90888:00:00,29/5/2020 7:16,3787,1926.31938,97,,,
Twelve Kitties,15016.3,145584:00:00,29/5/2020 9:21,6066,2155.657519,98,,,
Unicorn Trail Team 1,5147.5,41832:00:00,29/5/2020 16:25,1743,1712.481787,86,,,
Unicorn Trail Team 1,5045,35256:00:00,29/5/2020 17:04,1469,1455.896928,87,,,
Unicorn Trail Team 1,5012.4,34272:00:00,29/5/2020 17:49,1428,1472.348576,88,,,
WhorunstheworldGIRLS,5475.6,79200:00:00,29/5/2020 17:49,3300,3043.502082,95,,,
Unicorn Trail Team 1,5026,40416:00:00,29/5/2020 18:41,1684,1681.257461,89,,,
Twelve Kitties,5031.6,30888:00:00,29/5/2020 20:46,1287,1278.917243,99,,,
Unicorn Trail Team 1,5544.2,40152:00:00,30/5/2020 8:18,1673,1522.311605,90,,,
Twelve Kitties,5008,43296:00:00,30/5/2020 8:52,1804,1822.084665,100,,,
WhorunstheworldGIRLS,5015.2,40872:00:00,30/5/2020 10:32,1703,1708.805232,96,,,
Twelve Kitties,11175.7,73008:00:00,30/5/2020 11:36,3042,1377.989746,101,,,
WhorunstheworldGIRLS,5036.6,46536:00:00,30/5/2020 11:50,1939,2119.485367,97,,,
Unicorn Trail Team 1,5584.5,42648:00:00,30/5/2020 14:21,1777,1591.010834,91,,,
WhorunstheworldGIRLS,5006.4,81840:00:00,30/5/2020 14:26,3410,3661.313519,98,,,
Twelve Kitties,6044.3,51552:00:00,30/5/2020 14:41,2148,1896.828417,102,,,
MMI Adventure Racing,9033.1,236424:00:00,30/5/2020 15:23,9851,5740.554184,51,,,
Twelve Kitties,5290.8,87576:00:00,30/5/2020 17:19,3649,3478.679973,103,,,
MMI Adventure Racing,10000,64800:00:00,30/5/2020 17:19,2700,1350,52,,,
Twelve Kitties,5125.1,52008:00:00,31/5/2020 8:41,2167,2327.759458,104,,,
WhorunstheworldGIRLS,5035.6,41184:00:00,31/5/2020 9:19,1716,1747.557391,99,,,
Unicorn Trail Team 1,5098.2,38400:00:00,31/5/2020 12:33,1600,1573.104233,92,,,
Unicorn Trail Team 1,40240.3,418272:00:00,31/5/2020 12:49,17428,2236.688096,93,,,
WhorunstheworldGIRLS,22638,271344:00:00,31/5/2020 13:10,11306,2718.438025,100,,,
WhorunstheworldGIRLS,5416.3,49656:00:00,31/5/2020 15:00,2069,1935.823348,101,,,
Twelve Kitties,8014,123792:00:00,31/5/2020 15:35,5158,3666.708261,105,,,
Twelve Kitties,5014.3,28800:00:00,1/6/2020 0:38,1200,1196.577788,106,,,
Twelve Kitties,5107,45768:00:00,1/6/2020 1:56,1907,1867.045232,107,,,